"0000000000008F24","0000-006FV-BI001","0","160","23","160"
"0000000000008BF5","0001-00000-23225","2137,13","1432,4","23","1432,4"
"0000000000008BF6","0001-00000-23229","2641,1","1770,17","23","1770,17"
"0000000000008C18","0001-00000-23230","0","368592,86","23","368,59"
"0000000000008C17","0001-00000-23403","15705","15705","23","15,71"
"0000000000008C19","0001-00000-23405","48,88","31,1","23","31,1"
"0000000000008BF7","0001-00000-23406","4,45","3,21","23","3,21"
"0000000000008C1A","0001-00000-23407","150,08","95,46","23","95,46"
"0000000000008C1E","0001-00000-23602","0","1786,89","23","1,79"
